index,frn,business_name,contact_telephone_number,business_address,contact_business_address,implementation
8034,0021524715,"HotBed Technologies, Inc.",703-462-2360,"6718 Whittier Ave.
Suite 100
McLean VA 22101","6718 Whittier Ave.
Suite 100
McLean VA 22101",Complete STIR/SHAKEN Implementation
8035,0032580888,"OMNI FIBER, LLC",513-480-9602,"4680 Parkway Drive
Suite #450
Mason OH 45040","4680 Parkway Drive
Suite #450
Mason OH 45040",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8036,0029030947,DPCS LLC,7477778100,"2615 Dodge St
Ste 2
Dubuque IA 52003","Arborcrest1, 751 Arbor Way
Suite 150
Blue Bell PA 19422",Complete STIR/SHAKEN Implementation
8037,0034959684,Fitcomm Group LLC,763-463-5559,"200 Central Ave
Osseo MN 55369","200 Central Ave
Osseo MN 55369",Complete STIR/SHAKEN Implementation
8038,0020759106,"Third Generation of Pennsylvania, Inc",412-489-1100,"400 Old Pond Rd
Suite 301
Bridgeville PA 15017","400 Old Pond Rd
Suite 301
Bridgeville PA 15017",Complete STIR/SHAKEN Implementation
8039,0034960492,Tecnowireless Corp,7866834336,"14786 SW 43rd way
Miami FL 33185","14786 SW 43rd way
Miami FL 33185",Complete STIR/SHAKEN Implementation
8040,0034959114,PORTMAN HOLDINGS L.L.C.,248-259-0100,"1641 S MIlford Rd
ste: A-102a
Highland MI 48357","1641 S MIlford Rd
ste: A-102a
Highland MI 48357",Complete STIR/SHAKEN Implementation
8041,0004923934,"Epic Touch Co., Inc.",620-697-2111,"610 S Cosmos Street
PO Box 1260
Elkhart KS 67950","610 S Cosmos
PO Box 817
Elkhart KS 67950",Complete STIR/SHAKEN Implementation
8042,0034961235,Spectrumwise,704-527-8324,"10965 Winds Crossing Dr
Suite 200
Charlotte NC 28278","10965 Winds Crossing Drive
Suite 200
Charlotte NC 28273",Complete STIR/SHAKEN Implementation
8043,0034961755,Kenekt'd Internet Services,5413905309,"17490 Serenity Way
Bend OR 97703","17490 Serenity Way
Bend OR 97703",Complete STIR/SHAKEN Implementation
8044,0003719937,Sierra Telephone Long Distance,5596421178,"49150 Road 426
PO Box 1505
Oakhurst CA 93644","49150 road 426
Oakhurst CA 93644",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8045,0032776205,Alliance Connect,346-509-4900,"2 Rose Desert Ct
Manvel Texas 77578","2 Rose Desert Ct
Manvel Texas 77578",Complete STIR/SHAKEN Implementation
8046,0016479917,"Computer Office Solutions, Inc.",305-663-5518,"7372 SW 48 Street
Miami FL 33155","7372 SW 48 Street
Miami FL 33155",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8047,0016479958,"Negia, Inc.",7065465787,"7372 SW 48 Street
Miami FL 33155","7372 SW 48 Street
Miami FL 33155",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8048,0032467714,Whoop Connect Inc.,513-550-2755,"390 Poinciana Dr
Melbourne FL 32935","390 Poinciana Dr
Melbourne FL 32935",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8049,0030297899,"All-Access Infotech, LLC",603-208-9007,"1 Glen Road Plaza
West Lebanon NH 03784","1 Glen Road Plaza
West Lebanon NH 03784",Complete STIR/SHAKEN Implementation
8050,0032282907,CG Computer Works LLC,501-247-8667,"1 Information Way
Suite 405
Little Rock AR 72202","1180 Collier Drive
Suite 405
Conway AR 72032",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8051,0004963088,"Viasat, Inc.",(720) 493-6110,"6155 El Camino Real
Carlsbad CA 92009","6155 El Camino Real
Carlsbad CA 92009",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8052,0034965392,Virgh,(207) 315-9022,"Virgh
9 School Street
East Boothbay ME 04544","9 School Street
9 School Street
East Boothbay ME 04544",Complete STIR/SHAKEN Implementation
8053,0027842772,"BARConnects, LLC",800.846.2272,"c/o BARC Electric Cooperative
84 High Street
Millboro VA 24460","84 High Street
Millboro VA 24460",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8054,0008095655,"Orbitel Communications, L.L.C.",520.497.4703,"100 Willow Circle
Hagerstown MD 21014","21116 N John Wayne Parkway Ste B9
Maricopa AZ 85139",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8055,0028340016,C&W Copier Services dba Crew-Tech,910-791-1154,"4553 Technology Dr, Suite 1 Box 14
Wilmington NC 28405","4553 Technology Dr, Suite 1
Wilmington NC 28405",Complete STIR/SHAKEN Implementation
8056,0024386914,Click Computers Inc.,4172765700,"107 West Street
Suite F #912
Stockton MO 65785","107 West Street
Suite F #912
Stockton MO 65785",Complete STIR/SHAKEN Implementation
8057,0025198367,"WAVE.BAND, LLC",6197303333,"9715 Carroll Centre Rd
Ste 105
San Diego CA 92126","9715 Carroll Centre Rd
Ste 105
San Diego CA 92126",Complete STIR/SHAKEN Implementation
8058,0034965954,802 Link Inc,3364990749,"437 N Main St
Mount Airy NC 27030","437 N Main St
Mount Airy NC 27030",Complete STIR/SHAKEN Implementation
8059,0029941143,"CloudCall USA, Inc.",9808009040,"1230 W Morehead St
Suite 210
Charlotte NC 28208","1230 W Morehead St
Suite 210
Charlotte NC 28208",Complete STIR/SHAKEN Implementation
8060,0029084134,VCP Solutions Inc,2015123900,"37 Lakewood Road
Greenwood Lake NY 10925","3 Mountainside Avenue
Mahwah NJ 07430",Complete STIR/SHAKEN Implementation
8061,0024022469,Sooner Technology LLC,5803025713,"1516 Lera Ste 2
Weatherford OK 73096","1516 Lera Ste 2
Weatherford OK 73096",Complete STIR/SHAKEN Implementation
8062,0026704551,Clear Solutions,4052562980,"2932 NW 71st St.
Oklahoma City OK 73116","2932 NW 71st St.
Oklahoma City OK 73116",Complete STIR/SHAKEN Implementation
8063,0022322093,Smart IP Solutions LTD,2153552400,"542 Street Road
Southampton PA 18966","404 E pennsylvania Blvd
CO: Smartipsolutions
feasterville PA 19053",Complete STIR/SHAKEN Implementation
8064,0018586909,Global Connection Inc. of America,800-544-4441,"390 NE 191st St Ste 8334
Miami Florida 33179","390 NE 191st St Ste 8334
Miami Florida 33179",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8065,0031862667,Voip 3,4079901500,"1700 South Division Avenue
Orlando FL 32805","1700 South Division Avenue
Orlando FL 32805",Complete STIR/SHAKEN Implementation
8066,0030040943,International Technology Systems,9529994500,"171 Cheshire Ln N #500
Minneapolis MN 55441","171 Cheshire Ln N #500
Minneapolis MN 55441",Complete STIR/SHAKEN Implementation
8067,0033711425,"Central Georgia Technology, LLC",4704810400,"320 Dividend Drive
Suite 800
Peachtree City GA 30269","320 Dividend Drive
Suite 800
Peachtree City GA 30269",Complete STIR/SHAKEN Implementation
8068,0024645723,"C&W Enterprises, Inc",7722875215,"2522 SE Federal Hwy
Stuart FL 34994","2522 SE Federal Hwy
Stuart FL 34994",Complete STIR/SHAKEN Implementation
8069,0025566019,Advanced Network Solutions,703-444-9700,"43720 Trade Center Place
Suite 260
Sterling VA 20166","43720 Trade Center Place
Suite 260
Sterling VA 20166",Complete STIR/SHAKEN Implementation
8070,0031326358,"Compu Net of Myrtle Beach, LLC",843-282-6272,"1601 Executive Ave
Myrtle Beach SC 29577","1601 Executive Ave
Myrtle Beach SC 29577",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8071,0001717859,Hope Water & Light Commission,870-777-3000,"105 North Elm
P. O. Box 2020
Hope AR 71802","105 North Elm
P. O. Box 2020
Hope AR 71802",Complete STIR/SHAKEN Implementation
8072,0034967349,Uinta Technologies,8012049933,"7657 Holden Street
Midvale UT 84047","7657 Holden Street
Midvale UT 84047",Complete STIR/SHAKEN Implementation
8073,0024403081,"B. Donald Kimball, Inc.",8003090004,"3802 Wrights Wharf Rd
Hurlock MD 21743","3802 Wrights Wharf Rd
Hurlock MD 21743",Complete STIR/SHAKEN Implementation
8074,0027124619,Wirespeed Communications LLC,4105464233,"2000 Northwood Drive
Salisbury MD 21801","2000 Northwood Drive
Salisbury MD 21801",Complete STIR/SHAKEN Implementation
8075,0030291793,Mountain View Telephone Company CLEC,8704253100,"207 East 4th Street
PO Box 1970
Mountain Home AR 72653","207 East 4th Street
PO Box 1970
Mountain Home AR 72653",Complete STIR/SHAKEN Implementation
8076,0019397843,"All Access Telecom, Inc.",214-584-6701,"771 E. US Highway 80
Suite 201
Forney TX 75126","771 E. US Highway 80
Suite 201
Forney TX 75126",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
8077,0034837575,Your IT Process,2312598111,"2079 N. 198th Ave
Walkerville MI 49459","2079 N. 198th Ave
Walkerville MI 49459",Complete STIR/SHAKEN Implementation
8078,0023004765,"First Choice Technology of Louisiana, LLC",407-629-0950,"903 Lake Lily Drive
Suite A125
Maitland FL 32751","903 Lake Lily Drive, Suite A125
Maitland FL 32751",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8079,0030114268,DTS Technology Group,6194521666,"177 Sand Ridge Rd
New Bern NC 28560","177 Sand Ridge Rd
New Bern NC 28560",Complete STIR/SHAKEN Implementation
8080,0034968073,Business Communications of Maine,2073294382,"675 Western Ave
Manchester ME 04351","675 Western Ave
Manchester ME 04351",Complete STIR/SHAKEN Implementation
8081,0022069835,TransTel VOIP LLC,'+5615013200,"1562 Park Lane South,  Suite 400
Jupiter FL 33458","1562 Park Lane South,  Suite 400
Jupiter FL 33458",Complete STIR/SHAKEN Implementation
8082,0024779068,Braver Technology Solutions LLC,5088242260,"705 Myles Standish Blvd
TAUNTON MA 02780","705 Myles Standish Blvd
TAUNTON MA 02780",Complete STIR/SHAKEN Implementation
8083,0034967869,Uprite Services,2103664811,"16441 Space Center Blvd.
Suite B-1
Houston TX 77058","11831 Radium st.
San Antonio TX 78216",Complete STIR/SHAKEN Implementation
8084,0027336569,"Kornerstones, Inc.",'+12156411699,"510 Beechnut Dr.
Blue Bell PA 19422","510 Beechnut Dr.
Blue Bell PA 19422",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8085,0031485279,INTER-QUEST CORP,920-885-0141,"304 S SPRING ST
BEAVER DAM WI 53916","304 S SPRING ST
BEAVER DAM WI 53916",Complete STIR/SHAKEN Implementation
8086,0004331039,Keystone Farmers Cooperative Telephone Company d/b/a Keystone Communications,319-442-3241,"86 Main Street
PO Box 277
Keystone IA 52249","86 Main st
Keystone IA 52249",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8087,0011950896,"Allied Communications, LLC",2036720124,"88 Farwell St.
West Haven CT 06516","88 Farwell St.
West Haven CT 06516",Complete STIR/SHAKEN Implementation
8088,0034048298,"Gigs Wireless, LLC",4156504152,"2261 Market Street
#4288
San Francisco CA 94114","2261 Market Street
#4288
San Francisco CA 94114",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8089,0005040522,"Telscape Communications, Inc.",469-415-4098,"1149 S. Hill St
Suite H400
Los Angeles CA 90015","1149 South Hill Street, Ste 400
Los Angeles CA 90015",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8090,0026879700,Sostratus LLC,'+19788654607,"85 Eastern Avenue
Suite G102
Gloucester MA 01930","85 Eastern Avenue
Suite G102
Gloucester MA 01930",Complete STIR/SHAKEN Implementation
8091,0034969469,Doug Enterprises Inc.,6063643651,"101 Joanie Rd
McKee KY 40447","101 Joanie Rd
McKee KY 40447",Complete STIR/SHAKEN Implementation
8092,0023747884,"Massive Networks, Inc.",(303) 800-1300,"382 S. Arthur Ave.
Unit 120
Louisville Colorado 80027","382 S. Arthur Ave.
Unit 120
Louisville CO 80027",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8093,0030611107,"TCG VoIP, LLC",8047325636,"1555 Westover Avenue
Petersburg VA 23805","1555 Westover Avenue
Petersburg VA 23805",Complete STIR/SHAKEN Implementation
8094,0034970087,Managed Business Solutions LLC,9088420000,"PO Box 78
Bayonne NJ 07002","960 MacArthur Blvd
Mahwah NJ 07430",Complete STIR/SHAKEN Implementation
8095,0026975532,"Fortessa Hosting, Inc",'+19492848808,"PO Box 1734
Laguna Beach CA 92652","PO Box 1734
Laguna Beach CA 92652",Complete STIR/SHAKEN Implementation
8096,0023661796,CTS UNITEL,2483345800,"2065 FRANKLIN
Bloomfield HillS MI 48302","2065 FRANKLIN
Bloomfield HillS MI 48302",Complete STIR/SHAKEN Implementation
8097,0029769312,"CableSouth Media, LLC",5042727998,"1420 Veterans Memorial Blvd
Mertairie LA 70005","1420 Veterans Memorial Blvd
Mertairie LA 70005",Complete STIR/SHAKEN Implementation
8098,0027377332,"Telepath Communications,Inc.",813-800-8647,"37421
Sky Ridge Circle
Dade City FL 33525","37421
Sky Ridge Circle
Dade City FL 33525",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8099,0033034968,Prosper Wireless LLC,310-461-8371,"5632 Van Nuys Blvd.
#3100
Sherman Oaks CA 91401","5632 Van Nuys Blvd.
#3100
Sherman Oaks CA 91401",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8100,0022989255,ATG Group Inc,401-781-1750,"95 Hathaway St
Suite 28
Providence RI 02907","95 Hathaway St
Suite 28
Providence RI 02907",Complete STIR/SHAKEN Implementation
8101,0020277489,"Assist Wireless, LLC",682-246-9734,"2711 Lyndon B Johnson Fwy
Ste 1065
Dallas TX 75234","2711 Lyndon B Johnson Fwy
Suite 1065
Dallas TX 75234",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8102,0032639197,"Wisconsin Telcom Switching, LLC",715-825-5140,"825 Innovation Ave
Milltown WI 54858","825 Innovation Ave
Milltown WI 54858",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
8103,0030036941,"Total IT, Inc",9723837330,"801  E. Campbell Road
Suite 580
Richardson TX 75081","801 E Campbell Road, Suite 580
Richardson TX 75081",Complete STIR/SHAKEN Implementation
8104,0030302210,"We Connect Communications, Inc.",7692494411,"PO Box 922
Bay Springs MS 39422","12 South Third Street
Bay Springs MS 39422",Complete STIR/SHAKEN Implementation
8105,0001753557,"Knology Total Communications, Inc.",630-219-3750,"6050 Knology Way
Columbus GA 31909","4350 Weaver Pkwy
Warrenville IL 60555",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
8106,0028285047,"Redd Fox, LLC",4809418280,"8040 E McDowell Rd.
Scottsdale AZ 85257","8040 E McDowell Rd.
Scottsdale AZ 85257",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8107,0034959296,Greenwire Technology Solutions,239-444-5522,"12195 Metro Pkwy
Suite 5
Ft. Myers FL 33966","12195 Metro Pkwy
Suite 5
Ft. Myers FL 33966",Complete STIR/SHAKEN Implementation
8108,0026394759,"247VoIP Services, LLC",3307782453,"130 E Voris St
Suite A
Akron OH 44311","130 E Voris St
Suite A
Akron OH 44311",Complete STIR/SHAKEN Implementation
8109,0032575631,Synpact LLC,'+8188887645678,"1212 S Victory Blvd
Burbank CA 91502","1212 S Victory Blvd
Burbank CA 91502",Complete STIR/SHAKEN Implementation
8110,0033921826,REALLY Communication,5127400308,"4809 Red Bluff Rd
Austin TX 78702","4809 Red Bluff Rd
Austin TX 78702",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8111,0028991412,Xentric Solutions Inc.,8189600900,"21818 Lassen St Ste A
Chatsworth CA 91311","21818 Lassen St Ste A
Chatsworth CA 91311",Complete STIR/SHAKEN Implementation
8112,0029266491,Cynexlink,9496680682,"9090 Irvine Center Drive
Suite 200
Irvine CA 92618","22152 Bande
Mission Viejo CA 92691",Complete STIR/SHAKEN Implementation
8113,0024313421,"Excess Telecom, Inc.",(213) 675-4901,"12301 Wilshire Blvd, Suite 650
Los Angeles CA 90025","12301 Wilshire Blvd, Suite 650
Los Angeles CA 90025",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8114,0015551757,DAVIS COMMUNICATIONS INC,509-624-7129,"1920 4th
PO BOX 117
CHENEY WA 99004","P.O. Box 117
Cheney WA 99004",Complete STIR/SHAKEN Implementation
8115,0032879082,CTSTS LLC,7867162087,"10470 NW 26TH ST, SUITE A
Doral FL 33172","10470 NW 26TH ST, SUITE A
Doral FL 33172",Complete STIR/SHAKEN Implementation
8116,0002598779,Allamakee-Clayton Electric Cooperative Inc,563-864-7611,"229 Hwy 51
PO Box 715
Postville IA 52162","229 Hwy 51
Postville IA 52162",Complete STIR/SHAKEN Implementation
8117,0021330477,"SafeCall, Inc.",704 927 4400,"8045 Corporate Center Drive
Suite 300-B
Charlotte NC 28226","8045 Corporate Center Drive
Suite 300-B
Charlotte NC 28226",Complete STIR/SHAKEN Implementation
8118,0034975219,Callicity,240-621-8500,"100 N Loudoun Street
Suite 510
Winchester VA 22601","100 N Loudoun Street
Suite 510
Winchester VA 22601",Complete STIR/SHAKEN Implementation
8119,0034572313,Brisco Communications Inc,8882301090,"6595 Roswell Rd
Suite G2280
Atlanta GA 30328","6595 Roswell Rd
Suite G2280
Atlanta GA 30328",Complete STIR/SHAKEN Implementation
8120,0017793639,Om Networks,5307580119,"1930 5th St Suite C
Davis CA 95616","1930 5th St Suite C
Davis CA 95616",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8121,0033479619,"Technology That Works, LLC",2163934630,"300 Weatherstone Drive
#159
Wadsworth OH 44281","300 Weatherstone Drive
#159
Wadsworth OH 44281",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8122,0034961151,KangarooBox,5022985422,"2803 Marguerite Dr.
Louisville KY 40216","2803 Marguerite Dr.
Louisville KY 40216",Complete STIR/SHAKEN Implementation
8123,0015407182,"Vision Net, Inc.",(916) 990-7519,"1309 N.W. Bypass
P.O. Box 3068
Great Falls MT 59403","1309 NW Bypass
Great Falls MT 59404",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
8124,0033650276,IP Voice Solutions LLC,5083353182,"776 Plymouth St
Holbrook MA 02343","776 Plymouth St
Holbrook MA 02343",Complete STIR/SHAKEN Implementation
8125,0024858151,"Hungerford Technologies, LLC",616-259-0646,"2910 Lucerne Dr SE
Grand Rapids MI 49546","2910 Lucern Dr Se
Grand Rapids MI 49546",Complete STIR/SHAKEN Implementation
8126,0034953190,Viking Comm,3053362943,"501 12th Street # 2
Miami Beach FL 33139","501 12th St APT 2
Miami Beach FL 33139",Complete STIR/SHAKEN Implementation
8127,0027172212,NEXXIS Inc.,631-247-0769,"225 Broadhollow Rd
Suite 307
Melville NY 11747","48 S Service Rd
Suite 203
Melville NY 11747",Complete STIR/SHAKEN Implementation
8128,0030335913,"Paragon IT, LLC",8285242800,"PO Box 1028
Franklin NC 28744","PO Box 1028
Franklin NC 28744",Complete STIR/SHAKEN Implementation
8129,0031040637,Solution Technology Plus Inc,877-871-1777,"3777 Richmond Ave
Staten Island NY 10312","3777 Richmond Ave
Staten Island NY 10312",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
8130,0031047939,Front  Desk Helpers CO,8442226368,"27 Avery Drive
Old Bridge NJ 08857","27 Avery Drive
Old Bridge NJ 08857",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
8131,0034214155,Wildix Inc,8589456255,"800 N High Street
Columbus OH 43215","800 N High Street
Columbus OH 43215",Complete STIR/SHAKEN Implementation
8132,0030123624,Inland Premier IT Solutions Inc.,951-530-9609,"5225 Canyon Crest Drive
Suite 71-302
Riverside CA 92507","5225 Canyon Crest Drive
Suite 71-302
Riverside CA 92507",Complete STIR/SHAKEN Implementation
8133,0031811458,Raviga Technologies LLC,5752219297,"1203 De Bremond Drive
Roswell NM 88201","9 Berrendo Meadows Circle
Roswell NM 88201",Complete STIR/SHAKEN Implementation
8134,0021297494,"CresComm WIFI, LLC",3609280000,"30251 Golden Lantern, Ste E
Laguna Niguel CA 92677","48881 Highway 112
Port Angeles WA 98363",Complete STIR/SHAKEN Implementation
8135,0034987149,TELOGIX,4302005111,"5050 Quorum Dr
Suite 700
Dallas TX 75254","5050 Quorum Dr
Suite 700
Dallas TX 75254",Complete STIR/SHAKEN Implementation
8136,0024610750,BT VOICE LLC,9148216370,"399 Knollwood Rd
Suite 203
White Plains NY 10603","185 Kisco Ave STE 402
Suite 203
Mt Kisco NY 10549",Complete STIR/SHAKEN Implementation
8137,0005367115,LackawaxenTelecommunications Services,7245932411,"101 Laurel Highlands Place
Donegal PA 15628","101 Laurel Highlands Place
Donegal PA 15628",Complete STIR/SHAKEN Implementation
